 s_acctbal |       s_name       |  n_name   | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
   7487.64 | Supplier#000000248 | Nation6   |     37744 | Manufacturer#1            | vDPBiu4L7hPZxwaEoNW u,zHgXVHvBXFBdfuek   | 16-646-663-7202 | ss packages are idly about 
   7487.64 | Supplier#000000248 | Nation6   |     37744 | Manufacturer#1            | vDPBiu4L7hPZxwaEoNW u,zHgXVHvBXFBdfuek   | 16-646-663-7202 | ss packages are idly about 
   7481.29 | Supplier#000004752 | INDIA     |     27245 | Manufacturer#2            | r,radSvDXKi04KrAH 4 YGO0IWQo5KYNQ        | 18-700-890-4203 | ans are above the final, dogged instructions. slyly
   7481.29 | Supplier#000004752 | INDIA     |     27245 | Manufacturer#2            | r,radSvDXKi04KrAH 4 YGO0IWQo5KYNQ        | 18-700-890-4203 | ans are above the final, dogged instructions. slyly
   7481.29 | Supplier#000004752 | INDIA     |     27245 | Manufacturer#2            | r,radSvDXKi04KrAH 4 YGO0IWQo5KYNQ        | 18-700-890-4203 | ans are above the final, dogged instructions. slyly
   7481.29 | Supplier#000004752 | INDIA     |     27245 | Manufacturer#2            | r,radSvDXKi04KrAH 4 YGO0IWQo5KYNQ        | 18-700-890-4203 | ans are above the final, dogged instructions. slyly
   7481.29 | Supplier#000004752 | Nation8   |     27245 | Manufacturer#2            | r,radSvDXKi04KrAH 4 YGO0IWQo5KYNQ        | 18-700-890-4203 | ans are above the final, dogged instructions. slyly
   7481.29 | Supplier#000004752 | Nation8   |     27245 | Manufacturer#2            | r,radSvDXKi04KrAH 4 YGO0IWQo5KYNQ        | 18-700-890-4203 | ans are above the final, dogged instructions. slyly
   7477.73 | Supplier#000007958 | Nation13  |    187957 | Manufacturer#3            | pe3M4qaP5I4bo5iXAYe2RLOgCa2v9KyIJPzCZ    | 23-210-451-1058 | lyly furiously special requests. express packages are beyond the express, regular deposits. sl
   7477.73 | Supplier#000007958 | Nation13  |    187957 | Manufacturer#3            | pe3M4qaP5I4bo5iXAYe2RLOgCa2v9KyIJPzCZ    | 23-210-451-1058 | lyly furiously special requests. express packages are beyond the express, regular deposits. sl
   7473.66 | Supplier#000009332 | Nation21  |    151786 | Manufacturer#5            | CI0Y ,x66iW53t0i34nc22TDX2hrii93iR vQOY  | 31-956-710-5738 | n theodolites run slyly alongside of t
   7473.66 | Supplier#000009332 | Nation21  |    151786 | Manufacturer#5            | CI0Y ,x66iW53t0i34nc22TDX2hrii93iR vQOY  | 31-956-710-5738 | n theodolites run slyly alongside of t
   7473.66 | Supplier#000009332 | VIETNAM   |    151786 | Manufacturer#5            | CI0Y ,x66iW53t0i34nc22TDX2hrii93iR vQOY  | 31-956-710-5738 | n theodolites run slyly alongside of t
   7473.66 | Supplier#000009332 | VIETNAM   |    151786 | Manufacturer#5            | CI0Y ,x66iW53t0i34nc22TDX2hrii93iR vQOY  | 31-956-710-5738 | n theodolites run slyly alongside of t
   7447.86 | Supplier#000005877 | Nation13  |     28370 | Manufacturer#2            | EyqOHClZZMJkq grnOX9 4alZx6P7B2fq        | 23-419-288-6451 | lar pinto beans breach carefully final pinto
   7447.86 | Supplier#000005877 | Nation13  |     28370 | Manufacturer#2            | EyqOHClZZMJkq grnOX9 4alZx6P7B2fq        | 23-419-288-6451 | lar pinto beans breach carefully final pinto
   7447.69 | Supplier#000008197 | INDIA     |      8196 | Manufacturer#1            | u1PZvjDFfDzxU3F1ZlSA03gFDP11s            | 18-550-473-1416 | . bold instructions use special, silent requests; quickly express deposits sleep furiously theodo
   7447.69 | Supplier#000008197 | INDIA     |      8196 | Manufacturer#1            | u1PZvjDFfDzxU3F1ZlSA03gFDP11s            | 18-550-473-1416 | . bold instructions use special, silent requests; quickly express deposits sleep furiously theodo
   7447.69 | Supplier#000008197 | INDIA     |      8196 | Manufacturer#1            | u1PZvjDFfDzxU3F1ZlSA03gFDP11s            | 18-550-473-1416 | . bold instructions use special, silent requests; quickly express deposits sleep furiously theodo
   7447.69 | Supplier#000008197 | INDIA     |      8196 | Manufacturer#1            | u1PZvjDFfDzxU3F1ZlSA03gFDP11s            | 18-550-473-1416 | . bold instructions use special, silent requests; quickly express deposits sleep furiously theodo
   7447.69 | Supplier#000008197 | Nation8   |      8196 | Manufacturer#1            | u1PZvjDFfDzxU3F1ZlSA03gFDP11s            | 18-550-473-1416 | . bold instructions use special, silent requests; quickly express deposits sleep furiously theodo
   7447.69 | Supplier#000008197 | Nation8   |      8196 | Manufacturer#1            | u1PZvjDFfDzxU3F1ZlSA03gFDP11s            | 18-550-473-1416 | . bold instructions use special, silent requests; quickly express deposits sleep furiously theodo
   7404.72 | Supplier#000008204 | Nation21  |    148203 | Manufacturer#2            | bxXHyCjF89VN,t14tfsH1q                   | 31-504-959-7868 | sly final requests boost furiously quickly ironic deposits. slyly final ideas 
   7404.72 | Supplier#000008204 | Nation21  |    148203 | Manufacturer#2            | bxXHyCjF89VN,t14tfsH1q                   | 31-504-959-7868 | sly final requests boost furiously quickly ironic deposits. slyly final ideas 
   7404.72 | Supplier#000008204 | VIETNAM   |    148203 | Manufacturer#2            | bxXHyCjF89VN,t14tfsH1q                   | 31-504-959-7868 | sly final requests boost furiously quickly ironic deposits. slyly final ideas 
   7404.72 | Supplier#000008204 | VIETNAM   |    148203 | Manufacturer#2            | bxXHyCjF89VN,t14tfsH1q                   | 31-504-959-7868 | sly final requests boost furiously quickly ironic deposits. slyly final ideas 
   7379.27 | Supplier#000005926 | Nation21  |    195925 | Manufacturer#5            | c3e76 dAVh6792K                          | 31-569-743-5242 | ly ironic accounts. carefully ironic deposits breach bravely furiously silent depe
   7379.27 | Supplier#000005926 | Nation21  |    195925 | Manufacturer#5            | c3e76 dAVh6792K                          | 31-569-743-5242 | ly ironic accounts. carefully ironic deposits breach bravely furiously silent depe
   7379.27 | Supplier#000005926 | VIETNAM   |    195925 | Manufacturer#5            | c3e76 dAVh6792K                          | 31-569-743-5242 | ly ironic accounts. carefully ironic deposits breach bravely furiously silent depe
   7379.27 | Supplier#000005926 | VIETNAM   |    195925 | Manufacturer#5            | c3e76 dAVh6792K                          | 31-569-743-5242 | ly ironic accounts. carefully ironic deposits breach bravely furiously silent depe
   7372.79 | Supplier#000005923 | Nation5   |      3422 | Manufacturer#3            | gYhnZqMGHjF4TqWV cWenjHzrgNe             | 15-151-950-6154 | theodolites wake carefully regular packages. instructions of the requests
   7372.79 | Supplier#000005923 | Nation5   |      3422 | Manufacturer#3            | gYhnZqMGHjF4TqWV cWenjHzrgNe             | 15-151-950-6154 | theodolites wake carefully regular packages. instructions of the requests
   7372.79 | Supplier#000005923 | Nation5   |     63416 | Manufacturer#3            | gYhnZqMGHjF4TqWV cWenjHzrgNe             | 15-151-950-6154 | theodolites wake carefully regular packages. instructions of the requests
   7372.79 | Supplier#000005923 | Nation5   |     63416 | Manufacturer#3            | gYhnZqMGHjF4TqWV cWenjHzrgNe             | 15-151-950-6154 | theodolites wake carefully regular packages. instructions of the requests
   7337.18 | Supplier#000005804 | Nation6   |    130777 | Manufacturer#5            | yfYseM0RmmsJ129,66jOm                    | 16-490-936-6817 | dolphins. furiously even deposits
   7337.18 | Supplier#000005804 | Nation6   |    130777 | Manufacturer#5            | yfYseM0RmmsJ129,66jOm                    | 16-490-936-6817 | dolphins. furiously even deposits
   7325.13 | Supplier#000007934 | INDONESIA |       433 | Manufacturer#1            | V4mz6vAwVGH6j3izJ,dw8DnqWu3FN            | 19-825-315-2126 | furiously unusual courts u
   7325.13 | Supplier#000007934 | INDONESIA |       433 | Manufacturer#1            | V4mz6vAwVGH6j3izJ,dw8DnqWu3FN            | 19-825-315-2126 | furiously unusual courts u
   7325.13 | Supplier#000007934 | INDONESIA |       433 | Manufacturer#1            | V4mz6vAwVGH6j3izJ,dw8DnqWu3FN            | 19-825-315-2126 | furiously unusual courts u
   7325.13 | Supplier#000007934 | INDONESIA |       433 | Manufacturer#1            | V4mz6vAwVGH6j3izJ,dw8DnqWu3FN            | 19-825-315-2126 | furiously unusual courts u
   7308.67 | Supplier#000002130 | Nation13  |    134590 | Manufacturer#5            | wt8iKVoTG2 EiAhqat4oWvm6VSNoZp           | 23-963-494-9186 | y ironic packages. slyly regu
   7308.67 | Supplier#000002130 | Nation13  |    134590 | Manufacturer#5            | wt8iKVoTG2 EiAhqat4oWvm6VSNoZp           | 23-963-494-9186 | y ironic packages. slyly regu
   7306.86 | Supplier#000009175 | INDIA     |    164142 | Manufacturer#1            | JYoZYAOQdbh                              | 18-483-310-3053 |  silent foxes. furiously special theodolites was. idle, final courts dazzle across the sly r
   7306.86 | Supplier#000009175 | INDIA     |    164142 | Manufacturer#1            | JYoZYAOQdbh                              | 18-483-310-3053 |  silent foxes. furiously special theodolites was. idle, final courts dazzle across the sly r
   7306.86 | Supplier#000009175 | INDIA     |    164142 | Manufacturer#1            | JYoZYAOQdbh                              | 18-483-310-3053 |  silent foxes. furiously special theodolites was. idle, final courts dazzle across the sly r
   7306.86 | Supplier#000009175 | INDIA     |    164142 | Manufacturer#1            | JYoZYAOQdbh                              | 18-483-310-3053 |  silent foxes. furiously special theodolites was. idle, final courts dazzle across the sly r
   7306.86 | Supplier#000009175 | Nation8   |    164142 | Manufacturer#1            | JYoZYAOQdbh                              | 18-483-310-3053 |  silent foxes. furiously special theodolites was. idle, final courts dazzle across the sly r
   7306.86 | Supplier#000009175 | Nation8   |    164142 | Manufacturer#1            | JYoZYAOQdbh                              | 18-483-310-3053 |  silent foxes. furiously special theodolites was. idle, final courts dazzle across the sly r
   7302.96 | Supplier#000009233 | Nation5   |     44224 | Manufacturer#4            | mNdPed7sgNr7A6WqU,XXBkXKRcP3aD67WKE1b    | 15-374-186-6259 | tions cajole slyly idle accounts. pinto beans nod slyly furiously 
   7302.96 | Supplier#000009233 | Nation5   |     44224 | Manufacturer#4            | mNdPed7sgNr7A6WqU,XXBkXKRcP3aD67WKE1b    | 15-374-186-6259 | tions cajole slyly idle accounts. pinto beans nod slyly furiously 
   7289.54 | Supplier#000002705 | INDONESIA |     55189 | Manufacturer#3            | Rh6DZOQQ8kO6,NtCMeqTUA3                  | 19-514-252-8017 |  ideas are quickly courts. slyly even
   7289.54 | Supplier#000002705 | INDONESIA |     55189 | Manufacturer#3            | Rh6DZOQQ8kO6,NtCMeqTUA3                  | 19-514-252-8017 |  ideas are quickly courts. slyly even
   7289.54 | Supplier#000002705 | INDONESIA |     55189 | Manufacturer#3            | Rh6DZOQQ8kO6,NtCMeqTUA3                  | 19-514-252-8017 |  ideas are quickly courts. slyly even
   7289.54 | Supplier#000002705 | INDONESIA |     55189 | Manufacturer#3            | Rh6DZOQQ8kO6,NtCMeqTUA3                  | 19-514-252-8017 |  ideas are quickly courts. slyly even
   7234.04 | Supplier#000004267 | INDIA     |     36757 | Manufacturer#3            | iV50e6z8gV                               | 18-175-189-3365 | uriously furiously final asymptotes. unusual, special pinto beans detect blithely. final foxes use 
   7234.04 | Supplier#000004267 | INDIA     |     36757 | Manufacturer#3            | iV50e6z8gV                               | 18-175-189-3365 | uriously furiously final asymptotes. unusual, special pinto beans detect blithely. final foxes use 
   7234.04 | Supplier#000004267 | INDIA     |     36757 | Manufacturer#3            | iV50e6z8gV                               | 18-175-189-3365 | uriously furiously final asymptotes. unusual, special pinto beans detect blithely. final foxes use 
   7234.04 | Supplier#000004267 | INDIA     |     36757 | Manufacturer#3            | iV50e6z8gV                               | 18-175-189-3365 | uriously furiously final asymptotes. unusual, special pinto beans detect blithely. final foxes use 
   7234.04 | Supplier#000004267 | Nation8   |     36757 | Manufacturer#3            | iV50e6z8gV                               | 18-175-189-3365 | uriously furiously final asymptotes. unusual, special pinto beans detect blithely. final foxes use 
   7234.04 | Supplier#000004267 | Nation8   |     36757 | Manufacturer#3            | iV50e6z8gV                               | 18-175-189-3365 | uriously furiously final asymptotes. unusual, special pinto beans detect blithely. final foxes use 
   7233.70 | Supplier#000004295 | Nation21  |     71787 | Manufacturer#2            | 8NaPns0LW4U,0XB1r7Fq0n                   | 31-599-168-3458 | ly bold requests. packages among the packages print carefully above the
   7233.70 | Supplier#000004295 | Nation21  |     71787 | Manufacturer#2            | 8NaPns0LW4U,0XB1r7Fq0n                   | 31-599-168-3458 | ly bold requests. packages among the packages print carefully above the
   7233.70 | Supplier#000004295 | VIETNAM   |     71787 | Manufacturer#2            | 8NaPns0LW4U,0XB1r7Fq0n                   | 31-599-168-3458 | ly bold requests. packages among the packages print carefully above the
   7233.70 | Supplier#000004295 | VIETNAM   |     71787 | Manufacturer#2            | 8NaPns0LW4U,0XB1r7Fq0n                   | 31-599-168-3458 | ly bold requests. packages among the packages print carefully above the
   7218.80 | Supplier#000009635 | Nation5   |     72113 | Manufacturer#1            | UkKk7adjonMEy                            | 15-218-564-4264 |  ideas engage carefully slyly quiet ideas. regular, regular pinto
   7218.80 | Supplier#000009635 | Nation5   |     72113 | Manufacturer#1            | UkKk7adjonMEy                            | 15-218-564-4264 |  ideas engage carefully slyly quiet ideas. regular, regular pinto
   7209.33 | Supplier#000004919 | Nation5   |    192399 | Manufacturer#3            | xegp3uXfPs7yf7tph30pfHarsSazkylMQv2      | 15-433-902-1697 | the thinly regular multipliers. even, regular pinto beans nag qui
   7209.33 | Supplier#000004919 | Nation5   |    192399 | Manufacturer#3            | xegp3uXfPs7yf7tph30pfHarsSazkylMQv2      | 15-433-902-1697 | the thinly regular multipliers. even, regular pinto beans nag qui
   7153.83 | Supplier#000009220 | Nation21  |    151674 | Manufacturer#3            | N4y,vP kdArpcmdypBh,fJVVB                | 31-599-538-2318 | ckages sleep after the slyly ironic epit
   7153.83 | Supplier#000009220 | Nation21  |    151674 | Manufacturer#3            | N4y,vP kdArpcmdypBh,fJVVB                | 31-599-538-2318 | ckages sleep after the slyly ironic epit
   7153.83 | Supplier#000009220 | Nation21  |    169219 | Manufacturer#3            | N4y,vP kdArpcmdypBh,fJVVB                | 31-599-538-2318 | ckages sleep after the slyly ironic epit
   7153.83 | Supplier#000009220 | Nation21  |    169219 | Manufacturer#3            | N4y,vP kdArpcmdypBh,fJVVB                | 31-599-538-2318 | ckages sleep after the slyly ironic epit
   7153.83 | Supplier#000009220 | VIETNAM   |    151674 | Manufacturer#3            | N4y,vP kdArpcmdypBh,fJVVB                | 31-599-538-2318 | ckages sleep after the slyly ironic epit
